开始 sweep 相场物理参数（并行=1）
Sweep: phy_weight × phy_alpha × phy_beta
启动任务: phy_weight=0.001 phy_alpha=0.5 phy_beta=0.5
Experiment name: VAEv12_MDN_lat=16_K=16_beta=0.001_warm=0.1_gamma=0.001_warm=0.1_phy_weight=0.001_phy_alpha=0.5_phy_beta=0.5scale=0.5_time=20260123_095021
[Epoch 0794] beta=0.001 gamma=0.001 | Train total=-0.0265 | Val total=-0.0253 | Val ctr_nll=-30.3439 | Val ctr_mse=0.019587 | Val conf=0.443
[Epoch 0795] beta=0.001 gamma=0.001 | Train total=-0.0256 | Val total=-0.0261 | Val ctr_nll=-30.9989 | Val ctr_mse=0.018160 | Val conf=0.438
[Epoch 0796] beta=0.001 gamma=0.001 | Train total=-0.0266 | Val total=-0.0278 | Val ctr_nll=-32.7450 | Val ctr_mse=0.018245 | Val conf=0.445
[Epoch 0797] beta=0.001 gamma=0.001 | Train total=-0.0277 | Val total=-0.0280 | Val ctr_nll=-32.9939 | Val ctr_mse=0.018999 | Val conf=0.445
[Epoch 0798] beta=0.001 gamma=0.001 | Train total=-0.0266 | Val total=-0.0269 | Val ctr_nll=-31.8111 | Val ctr_mse=0.018957 | Val conf=0.446
[Epoch 0799] beta=0.001 gamma=0.001 | Train total=-0.0239 | Val total=-0.0253 | Val ctr_nll=-30.2177 | Val ctr_mse=0.020298 | Val conf=0.435
[Epoch 0800] beta=0.001 gamma=0.001 | Train total=-0.0262 | Val total=-0.0274 | Val ctr_nll=-32.3176 | Val ctr_mse=0.018792 | Val conf=0.439
[Epoch 0801] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0277 | Val ctr_nll=-32.5989 | Val ctr_mse=0.018668 | Val conf=0.447
[Epoch 0802] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0260 | Val ctr_nll=-30.9626 | Val ctr_mse=0.018798 | Val conf=0.447
[Epoch 0803] beta=0.001 gamma=0.001 | Train total=-0.0253 | Val total=-0.0256 | Val ctr_nll=-30.5547 | Val ctr_mse=0.019907 | Val conf=0.446
[Epoch 0804] beta=0.001 gamma=0.001 | Train total=-0.0220 | Val total=-0.0137 | Val ctr_nll=-18.7645 | Val ctr_mse=0.019800 | Val conf=0.455
[Epoch 0805] beta=0.001 gamma=0.001 | Train total=-0.0212 | Val total=-0.0174 | Val ctr_nll=-22.3516 | Val ctr_mse=0.022018 | Val conf=0.440
[Epoch 0806] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0212 | Val ctr_nll=-25.8738 | Val ctr_mse=0.021434 | Val conf=0.426
[Epoch 0807] beta=0.001 gamma=0.001 | Train total=-0.0230 | Val total=-0.0232 | Val ctr_nll=-27.9770 | Val ctr_mse=0.020835 | Val conf=0.439
[Epoch 0808] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0261 | Val ctr_nll=-30.8465 | Val ctr_mse=0.019411 | Val conf=0.457
[Epoch 0809] beta=0.001 gamma=0.001 | Train total=-0.0265 | Val total=-0.0266 | Val ctr_nll=-31.3125 | Val ctr_mse=0.018701 | Val conf=0.449
[Epoch 0810] beta=0.001 gamma=0.001 | Train total=-0.0266 | Val total=-0.0275 | Val ctr_nll=-32.3967 | Val ctr_mse=0.018306 | Val conf=0.452
[Epoch 0811] beta=0.001 gamma=0.001 | Train total=-0.0272 | Val total=-0.0279 | Val ctr_nll=-32.9750 | Val ctr_mse=0.018154 | Val conf=0.449
[Epoch 0812] beta=0.001 gamma=0.001 | Train total=-0.0283 | Val total=-0.0300 | Val ctr_nll=-35.0757 | Val ctr_mse=0.017232 | Val conf=0.456
[Epoch 0813] beta=0.001 gamma=0.001 | Train total=-0.0283 | Val total=-0.0235 | Val ctr_nll=-28.6768 | Val ctr_mse=0.018971 | Val conf=0.459
[Epoch 0814] beta=0.001 gamma=0.001 | Train total=-0.0271 | Val total=-0.0267 | Val ctr_nll=-31.7602 | Val ctr_mse=0.017980 | Val conf=0.459
[Epoch 0815] beta=0.001 gamma=0.001 | Train total=-0.0262 | Val total=-0.0270 | Val ctr_nll=-32.0139 | Val ctr_mse=0.018414 | Val conf=0.449
[Epoch 0816] beta=0.001 gamma=0.001 | Train total=-0.0248 | Val total=-0.0211 | Val ctr_nll=-26.2846 | Val ctr_mse=0.018336 | Val conf=0.452
[Epoch 0817] beta=0.001 gamma=0.001 | Train total=-0.0250 | Val total=-0.0203 | Val ctr_nll=-25.4897 | Val ctr_mse=0.018754 | Val conf=0.445
[Epoch 0818] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0212 | Val ctr_nll=-26.0199 | Val ctr_mse=0.020502 | Val conf=0.430
[Epoch 0819] beta=0.001 gamma=0.001 | Train total=-0.0246 | Val total=-0.0261 | Val ctr_nll=-30.9239 | Val ctr_mse=0.019099 | Val conf=0.442
[Epoch 0820] beta=0.001 gamma=0.001 | Train total=-0.0268 | Val total=-0.0265 | Val ctr_nll=-31.4389 | Val ctr_mse=0.018728 | Val conf=0.443
[Epoch 0821] beta=0.001 gamma=0.001 | Train total=-0.0279 | Val total=-0.0295 | Val ctr_nll=-34.4815 | Val ctr_mse=0.017471 | Val conf=0.451
[Epoch 0822] beta=0.001 gamma=0.001 | Train total=-0.0286 | Val total=-0.0277 | Val ctr_nll=-32.6471 | Val ctr_mse=0.017812 | Val conf=0.454
[Epoch 0823] beta=0.001 gamma=0.001 | Train total=-0.0285 | Val total=-0.0281 | Val ctr_nll=-33.2502 | Val ctr_mse=0.018148 | Val conf=0.455
[Epoch 0824] beta=0.001 gamma=0.001 | Train total=-0.0280 | Val total=-0.0254 | Val ctr_nll=-30.4122 | Val ctr_mse=0.019191 | Val conf=0.447
[Epoch 0825] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0263 | Val ctr_nll=-31.3454 | Val ctr_mse=0.018375 | Val conf=0.441
[Epoch 0826] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0257 | Val ctr_nll=-30.5435 | Val ctr_mse=0.019109 | Val conf=0.440
[Epoch 0827] beta=0.001 gamma=0.001 | Train total=-0.0269 | Val total=-0.0283 | Val ctr_nll=-33.2258 | Val ctr_mse=0.017368 | Val conf=0.445
[Epoch 0828] beta=0.001 gamma=0.001 | Train total=-0.0284 | Val total=-0.0296 | Val ctr_nll=-34.5540 | Val ctr_mse=0.017156 | Val conf=0.454
[Epoch 0829] beta=0.001 gamma=0.001 | Train total=-0.0281 | Val total=-0.0206 | Val ctr_nll=-25.3594 | Val ctr_mse=0.020113 | Val conf=0.456
[Epoch 0830] beta=0.001 gamma=0.001 | Train total=-0.0217 | Val total=-0.0209 | Val ctr_nll=-25.9554 | Val ctr_mse=0.020174 | Val conf=0.443
[Epoch 0831] beta=0.001 gamma=0.001 | Train total=-0.0247 | Val total=-0.0248 | Val ctr_nll=-29.6167 | Val ctr_mse=0.020070 | Val conf=0.462
[Epoch 0832] beta=0.001 gamma=0.001 | Train total=-0.0274 | Val total=-0.0269 | Val ctr_nll=-31.7917 | Val ctr_mse=0.018195 | Val conf=0.458
[Epoch 0833] beta=0.001 gamma=0.001 | Train total=-0.0276 | Val total=-0.0283 | Val ctr_nll=-33.2360 | Val ctr_mse=0.018107 | Val conf=0.456
[Epoch 0834] beta=0.001 gamma=0.001 | Train total=-0.0277 | Val total=-0.0276 | Val ctr_nll=-32.6781 | Val ctr_mse=0.017357 | Val conf=0.462
[Epoch 0835] beta=0.001 gamma=0.001 | Train total=-0.0277 | Val total=-0.0292 | Val ctr_nll=-34.2127 | Val ctr_mse=0.016679 | Val conf=0.456
[Epoch 0836] beta=0.001 gamma=0.001 | Train total=-0.0285 | Val total=-0.0281 | Val ctr_nll=-33.1857 | Val ctr_mse=0.017226 | Val conf=0.455
[Epoch 0837] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0249 | Val ctr_nll=-29.9198 | Val ctr_mse=0.018027 | Val conf=0.463
[Epoch 0838] beta=0.001 gamma=0.001 | Train total=-0.0269 | Val total=-0.0275 | Val ctr_nll=-32.4901 | Val ctr_mse=0.018428 | Val conf=0.462
[Epoch 0839] beta=0.001 gamma=0.001 | Train total=-0.0285 | Val total=-0.0298 | Val ctr_nll=-34.8053 | Val ctr_mse=0.017376 | Val conf=0.451
[Epoch 0840] beta=0.001 gamma=0.001 | Train total=-0.0288 | Val total=-0.0300 | Val ctr_nll=-34.9669 | Val ctr_mse=0.017426 | Val conf=0.450
[Epoch 0841] beta=0.001 gamma=0.001 | Train total=-0.0302 | Val total=-0.0310 | Val ctr_nll=-36.0643 | Val ctr_mse=0.016654 | Val conf=0.452
[Epoch 0842] beta=0.001 gamma=0.001 | Train total=-0.0296 | Val total=-0.0318 | Val ctr_nll=-36.9313 | Val ctr_mse=0.016722 | Val conf=0.456
[Epoch 0843] beta=0.001 gamma=0.001 | Train total=-0.0297 | Val total=-0.0286 | Val ctr_nll=-33.8030 | Val ctr_mse=0.017398 | Val conf=0.462
[Epoch 0844] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0278 | Val ctr_nll=-32.9284 | Val ctr_mse=0.018152 | Val conf=0.453
[Epoch 0845] beta=0.001 gamma=0.001 | Train total=-0.0265 | Val total=-0.0262 | Val ctr_nll=-31.2230 | Val ctr_mse=0.018395 | Val conf=0.450
[Epoch 0846] beta=0.001 gamma=0.001 | Train total=-0.0276 | Val total=-0.0254 | Val ctr_nll=-30.3403 | Val ctr_mse=0.020711 | Val conf=0.435
[Epoch 0847] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0270 | Val ctr_nll=-31.8898 | Val ctr_mse=0.019513 | Val conf=0.438
[Epoch 0848] beta=0.001 gamma=0.001 | Train total=-0.0281 | Val total=-0.0274 | Val ctr_nll=-32.4690 | Val ctr_mse=0.016880 | Val conf=0.449
[Epoch 0849] beta=0.001 gamma=0.001 | Train total=-0.0278 | Val total=-0.0262 | Val ctr_nll=-31.2381 | Val ctr_mse=0.017743 | Val conf=0.447
[Epoch 0850] beta=0.001 gamma=0.001 | Train total=-0.0268 | Val total=-0.0258 | Val ctr_nll=-30.8754 | Val ctr_mse=0.017267 | Val conf=0.450
[Epoch 0851] beta=0.001 gamma=0.001 | Train total=-0.0260 | Val total=-0.0263 | Val ctr_nll=-31.2668 | Val ctr_mse=0.018354 | Val conf=0.444
[Epoch 0852] beta=0.001 gamma=0.001 | Train total=-0.0270 | Val total=-0.0278 | Val ctr_nll=-32.7532 | Val ctr_mse=0.018029 | Val conf=0.444
[Epoch 0853] beta=0.001 gamma=0.001 | Train total=-0.0278 | Val total=-0.0286 | Val ctr_nll=-33.5952 | Val ctr_mse=0.017533 | Val conf=0.447
[Epoch 0854] beta=0.001 gamma=0.001 | Train total=-0.0282 | Val total=-0.0274 | Val ctr_nll=-32.4080 | Val ctr_mse=0.017563 | Val conf=0.457
[Epoch 0855] beta=0.001 gamma=0.001 | Train total=-0.0285 | Val total=-0.0299 | Val ctr_nll=-34.9210 | Val ctr_mse=0.017292 | Val conf=0.452
[Epoch 0856] beta=0.001 gamma=0.001 | Train total=-0.0290 | Val total=-0.0300 | Val ctr_nll=-35.0762 | Val ctr_mse=0.016737 | Val conf=0.456
[Epoch 0857] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0257 | Val ctr_nll=-30.7743 | Val ctr_mse=0.018360 | Val conf=0.447
[Epoch 0858] beta=0.001 gamma=0.001 | Train total=-0.0259 | Val total=-0.0229 | Val ctr_nll=-28.0245 | Val ctr_mse=0.019663 | Val conf=0.454
[Epoch 0859] beta=0.001 gamma=0.001 | Train total=-0.0217 | Val total=-0.0221 | Val ctr_nll=-26.9699 | Val ctr_mse=0.020252 | Val conf=0.439
[Epoch 0860] beta=0.001 gamma=0.001 | Train total=-0.0249 | Val total=-0.0247 | Val ctr_nll=-29.5830 | Val ctr_mse=0.019376 | Val conf=0.452
[Epoch 0861] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0262 | Val ctr_nll=-30.8541 | Val ctr_mse=0.018451 | Val conf=0.458
[Epoch 0862] beta=0.001 gamma=0.001 | Train total=-0.0259 | Val total=-0.0274 | Val ctr_nll=-32.2294 | Val ctr_mse=0.017531 | Val conf=0.457
[Epoch 0863] beta=0.001 gamma=0.001 | Train total=-0.0267 | Val total=-0.0270 | Val ctr_nll=-31.9331 | Val ctr_mse=0.019614 | Val conf=0.465
[Epoch 0864] beta=0.001 gamma=0.001 | Train total=-0.0279 | Val total=-0.0283 | Val ctr_nll=-33.2169 | Val ctr_mse=0.017846 | Val conf=0.453
[Epoch 0865] beta=0.001 gamma=0.001 | Train total=-0.0285 | Val total=-0.0295 | Val ctr_nll=-34.5200 | Val ctr_mse=0.017208 | Val conf=0.460
[Epoch 0866] beta=0.001 gamma=0.001 | Train total=-0.0293 | Val total=-0.0285 | Val ctr_nll=-33.4951 | Val ctr_mse=0.017514 | Val conf=0.453
[Epoch 0867] beta=0.001 gamma=0.001 | Train total=-0.0293 | Val total=-0.0305 | Val ctr_nll=-35.5316 | Val ctr_mse=0.017373 | Val conf=0.446
[Epoch 0868] beta=0.001 gamma=0.001 | Train total=-0.0303 | Val total=-0.0306 | Val ctr_nll=-35.7218 | Val ctr_mse=0.017370 | Val conf=0.454
[Epoch 0869] beta=0.001 gamma=0.001 | Train total=-0.0297 | Val total=-0.0299 | Val ctr_nll=-35.1253 | Val ctr_mse=0.016997 | Val conf=0.463
[Epoch 0870] beta=0.001 gamma=0.001 | Train total=-0.0272 | Val total=-0.0295 | Val ctr_nll=-34.6250 | Val ctr_mse=0.017863 | Val conf=0.461
[Epoch 0871] beta=0.001 gamma=0.001 | Train total=-0.0279 | Val total=-0.0237 | Val ctr_nll=-28.7528 | Val ctr_mse=0.020219 | Val conf=0.454
[Epoch 0872] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0263 | Val ctr_nll=-31.3198 | Val ctr_mse=0.018420 | Val conf=0.455
[Epoch 0873] beta=0.001 gamma=0.001 | Train total=-0.0279 | Val total=-0.0276 | Val ctr_nll=-32.5168 | Val ctr_mse=0.018393 | Val conf=0.457
[Epoch 0874] beta=0.001 gamma=0.001 | Train total=-0.0288 | Val total=-0.0291 | Val ctr_nll=-34.1375 | Val ctr_mse=0.018224 | Val conf=0.457
[Epoch 0875] beta=0.001 gamma=0.001 | Train total=-0.0283 | Val total=-0.0254 | Val ctr_nll=-30.4399 | Val ctr_mse=0.018912 | Val conf=0.466
[Epoch 0876] beta=0.001 gamma=0.001 | Train total=-0.0284 | Val total=-0.0294 | Val ctr_nll=-34.4028 | Val ctr_mse=0.017642 | Val conf=0.464
[Epoch 0877] beta=0.001 gamma=0.001 | Train total=-0.0259 | Val total=-0.0237 | Val ctr_nll=-28.8167 | Val ctr_mse=0.020358 | Val conf=0.472
[Epoch 0878] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0250 | Val ctr_nll=-29.9776 | Val ctr_mse=0.018818 | Val conf=0.462
[Epoch 0879] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0254 | Val ctr_nll=-30.3381 | Val ctr_mse=0.019540 | Val conf=0.460
[Epoch 0880] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0280 | Val ctr_nll=-32.8293 | Val ctr_mse=0.017933 | Val conf=0.455
[Epoch 0881] beta=0.001 gamma=0.001 | Train total=-0.0279 | Val total=-0.0285 | Val ctr_nll=-33.3303 | Val ctr_mse=0.017184 | Val conf=0.452
[Epoch 0882] beta=0.001 gamma=0.001 | Train total=-0.0294 | Val total=-0.0307 | Val ctr_nll=-35.5836 | Val ctr_mse=0.016684 | Val conf=0.459
[Epoch 0883] beta=0.001 gamma=0.001 | Train total=-0.0295 | Val total=-0.0288 | Val ctr_nll=-33.7924 | Val ctr_mse=0.017353 | Val conf=0.453
[Epoch 0884] beta=0.001 gamma=0.001 | Train total=-0.0290 | Val total=-0.0302 | Val ctr_nll=-35.3261 | Val ctr_mse=0.018060 | Val conf=0.457
[Epoch 0885] beta=0.001 gamma=0.001 | Train total=-0.0297 | Val total=-0.0298 | Val ctr_nll=-34.8589 | Val ctr_mse=0.017623 | Val conf=0.462
[Epoch 0886] beta=0.001 gamma=0.001 | Train total=-0.0282 | Val total=-0.0300 | Val ctr_nll=-35.1114 | Val ctr_mse=0.018284 | Val conf=0.464
[Epoch 0887] beta=0.001 gamma=0.001 | Train total=-0.0294 | Val total=-0.0298 | Val ctr_nll=-34.8972 | Val ctr_mse=0.017775 | Val conf=0.472
[Epoch 0888] beta=0.001 gamma=0.001 | Train total=-0.0291 | Val total=-0.0265 | Val ctr_nll=-31.5305 | Val ctr_mse=0.018387 | Val conf=0.471
[Epoch 0889] beta=0.001 gamma=0.001 | Train total=-0.0270 | Val total=-0.0237 | Val ctr_nll=-28.5632 | Val ctr_mse=0.018617 | Val conf=0.457
[Epoch 0890] beta=0.001 gamma=0.001 | Train total=-0.0258 | Val total=-0.0271 | Val ctr_nll=-32.0439 | Val ctr_mse=0.018398 | Val conf=0.452
[Epoch 0891] beta=0.001 gamma=0.001 | Train total=-0.0274 | Val total=-0.0279 | Val ctr_nll=-32.8458 | Val ctr_mse=0.017636 | Val conf=0.462
[Epoch 0892] beta=0.001 gamma=0.001 | Train total=-0.0270 | Val total=-0.0283 | Val ctr_nll=-33.0502 | Val ctr_mse=0.018038 | Val conf=0.458
[Epoch 0893] beta=0.001 gamma=0.001 | Train total=-0.0265 | Val total=-0.0254 | Val ctr_nll=-30.2733 | Val ctr_mse=0.018881 | Val conf=0.445
[Epoch 0894] beta=0.001 gamma=0.001 | Train total=-0.0273 | Val total=-0.0277 | Val ctr_nll=-32.5676 | Val ctr_mse=0.018421 | Val conf=0.453
[Epoch 0895] beta=0.001 gamma=0.001 | Train total=-0.0269 | Val total=-0.0270 | Val ctr_nll=-31.9304 | Val ctr_mse=0.017626 | Val conf=0.456
[Epoch 0896] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0269 | Val ctr_nll=-31.7361 | Val ctr_mse=0.018091 | Val conf=0.458
[Epoch 0897] beta=0.001 gamma=0.001 | Train total=-0.0244 | Val total=-0.0254 | Val ctr_nll=-30.3185 | Val ctr_mse=0.019529 | Val conf=0.461
[Epoch 0898] beta=0.001 gamma=0.001 | Train total=-0.0249 | Val total=-0.0257 | Val ctr_nll=-30.5847 | Val ctr_mse=0.018503 | Val conf=0.457
[Epoch 0899] beta=0.001 gamma=0.001 | Train total=-0.0247 | Val total=-0.0234 | Val ctr_nll=-28.2740 | Val ctr_mse=0.020158 | Val conf=0.451
[Epoch 0900] beta=0.001 gamma=0.001 | Train total=-0.0260 | Val total=-0.0273 | Val ctr_nll=-32.0171 | Val ctr_mse=0.017634 | Val conf=0.443
[Epoch 0901] beta=0.001 gamma=0.001 | Train total=-0.0266 | Val total=-0.0258 | Val ctr_nll=-30.5064 | Val ctr_mse=0.018819 | Val conf=0.453
[Epoch 0902] beta=0.001 gamma=0.001 | Train total=-0.0256 | Val total=-0.0258 | Val ctr_nll=-30.6462 | Val ctr_mse=0.017464 | Val conf=0.452
[Epoch 0903] beta=0.001 gamma=0.001 | Train total=-0.0238 | Val total=-0.0247 | Val ctr_nll=-29.4177 | Val ctr_mse=0.018308 | Val conf=0.467
[Epoch 0904] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0271 | Val ctr_nll=-31.9309 | Val ctr_mse=0.017271 | Val conf=0.467
[Epoch 0905] beta=0.001 gamma=0.001 | Train total=-0.0244 | Val total=-0.0262 | Val ctr_nll=-31.0161 | Val ctr_mse=0.018147 | Val conf=0.460
[Epoch 0906] beta=0.001 gamma=0.001 | Train total=-0.0264 | Val total=-0.0281 | Val ctr_nll=-33.0419 | Val ctr_mse=0.017473 | Val conf=0.457
[Epoch 0907] beta=0.001 gamma=0.001 | Train total=-0.0269 | Val total=-0.0264 | Val ctr_nll=-31.2410 | Val ctr_mse=0.018841 | Val conf=0.471
[Epoch 0908] beta=0.001 gamma=0.001 | Train total=-0.0269 | Val total=-0.0265 | Val ctr_nll=-31.4494 | Val ctr_mse=0.019341 | Val conf=0.464
[Epoch 0909] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0246 | Val ctr_nll=-29.5006 | Val ctr_mse=0.020038 | Val conf=0.456
[Epoch 0910] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0260 | Val ctr_nll=-30.9647 | Val ctr_mse=0.018857 | Val conf=0.452
[Epoch 0911] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0243 | Val ctr_nll=-29.1774 | Val ctr_mse=0.021419 | Val conf=0.455
[Epoch 0912] beta=0.001 gamma=0.001 | Train total=-0.0267 | Val total=-0.0251 | Val ctr_nll=-29.9566 | Val ctr_mse=0.018128 | Val conf=0.469
[Epoch 0913] beta=0.001 gamma=0.001 | Train total=-0.0257 | Val total=-0.0264 | Val ctr_nll=-31.1767 | Val ctr_mse=0.018576 | Val conf=0.468
[Epoch 0914] beta=0.001 gamma=0.001 | Train total=-0.0277 | Val total=-0.0259 | Val ctr_nll=-30.8100 | Val ctr_mse=0.018624 | Val conf=0.473
[Epoch 0915] beta=0.001 gamma=0.001 | Train total=-0.0278 | Val total=-0.0279 | Val ctr_nll=-32.8111 | Val ctr_mse=0.018159 | Val conf=0.474
[Epoch 0916] beta=0.001 gamma=0.001 | Train total=-0.0285 | Val total=-0.0297 | Val ctr_nll=-34.6445 | Val ctr_mse=0.017117 | Val conf=0.469
[Epoch 0917] beta=0.001 gamma=0.001 | Train total=-0.0298 | Val total=-0.0288 | Val ctr_nll=-33.6946 | Val ctr_mse=0.018320 | Val conf=0.467
[Epoch 0918] beta=0.001 gamma=0.001 | Train total=-0.0300 | Val total=-0.0308 | Val ctr_nll=-35.9114 | Val ctr_mse=0.016435 | Val conf=0.470
[Epoch 0919] beta=0.001 gamma=0.001 | Train total=-0.0299 | Val total=-0.0321 | Val ctr_nll=-37.1251 | Val ctr_mse=0.016707 | Val conf=0.466
[Epoch 0920] beta=0.001 gamma=0.001 | Train total=-0.0306 | Val total=-0.0318 | Val ctr_nll=-36.9121 | Val ctr_mse=0.017044 | Val conf=0.466
[Epoch 0921] beta=0.001 gamma=0.001 | Train total=-0.0312 | Val total=-0.0292 | Val ctr_nll=-34.4021 | Val ctr_mse=0.016822 | Val conf=0.463
[Epoch 0922] beta=0.001 gamma=0.001 | Train total=-0.0283 | Val total=-0.0309 | Val ctr_nll=-36.0453 | Val ctr_mse=0.016793 | Val conf=0.456
[Epoch 0923] beta=0.001 gamma=0.001 | Train total=-0.0303 | Val total=-0.0311 | Val ctr_nll=-36.2514 | Val ctr_mse=0.017138 | Val conf=0.457
[Epoch 0924] beta=0.001 gamma=0.001 | Train total=-0.0309 | Val total=-0.0306 | Val ctr_nll=-35.7650 | Val ctr_mse=0.017365 | Val conf=0.465
[Epoch 0925] beta=0.001 gamma=0.001 | Train total=-0.0305 | Val total=-0.0304 | Val ctr_nll=-35.4654 | Val ctr_mse=0.016734 | Val conf=0.468
[Epoch 0926] beta=0.001 gamma=0.001 | Train total=-0.0291 | Val total=-0.0290 | Val ctr_nll=-34.0992 | Val ctr_mse=0.017908 | Val conf=0.476
[Epoch 0927] beta=0.001 gamma=0.001 | Train total=-0.0283 | Val total=-0.0272 | Val ctr_nll=-32.2211 | Val ctr_mse=0.017859 | Val conf=0.478
[Epoch 0928] beta=0.001 gamma=0.001 | Train total=-0.0289 | Val total=-0.0299 | Val ctr_nll=-34.9055 | Val ctr_mse=0.017198 | Val conf=0.469
[Epoch 0929] beta=0.001 gamma=0.001 | Train total=-0.0295 | Val total=-0.0297 | Val ctr_nll=-34.5987 | Val ctr_mse=0.017011 | Val conf=0.464
[Epoch 0930] beta=0.001 gamma=0.001 | Train total=-0.0298 | Val total=-0.0306 | Val ctr_nll=-35.5577 | Val ctr_mse=0.017231 | Val conf=0.462
[Epoch 0931] beta=0.001 gamma=0.001 | Train total=-0.0292 | Val total=-0.0304 | Val ctr_nll=-35.4119 | Val ctr_mse=0.017681 | Val conf=0.459
[Epoch 0932] beta=0.001 gamma=0.001 | Train total=-0.0296 | Val total=-0.0288 | Val ctr_nll=-33.8403 | Val ctr_mse=0.017781 | Val conf=0.463
[Epoch 0933] beta=0.001 gamma=0.001 | Train total=-0.0295 | Val total=-0.0297 | Val ctr_nll=-34.7312 | Val ctr_mse=0.018031 | Val conf=0.465
[Epoch 0934] beta=0.001 gamma=0.001 | Train total=-0.0299 | Val total=-0.0284 | Val ctr_nll=-33.3689 | Val ctr_mse=0.017575 | Val conf=0.464
[Epoch 0935] beta=0.001 gamma=0.001 | Train total=-0.0303 | Val total=-0.0304 | Val ctr_nll=-35.4875 | Val ctr_mse=0.016942 | Val conf=0.462
[Epoch 0936] beta=0.001 gamma=0.001 | Train total=-0.0310 | Val total=-0.0315 | Val ctr_nll=-36.6224 | Val ctr_mse=0.016413 | Val conf=0.462
[Epoch 0937] beta=0.001 gamma=0.001 | Train total=-0.0296 | Val total=-0.0296 | Val ctr_nll=-34.6514 | Val ctr_mse=0.017202 | Val conf=0.464
[Epoch 0938] beta=0.001 gamma=0.001 | Train total=-0.0296 | Val total=-0.0301 | Val ctr_nll=-35.0642 | Val ctr_mse=0.017405 | Val conf=0.462
[Epoch 0939] beta=0.001 gamma=0.001 | Train total=-0.0302 | Val total=-0.0298 | Val ctr_nll=-34.9082 | Val ctr_mse=0.017501 | Val conf=0.463
[Epoch 0940] beta=0.001 gamma=0.001 | Train total=-0.0298 | Val total=-0.0298 | Val ctr_nll=-34.9324 | Val ctr_mse=0.016873 | Val conf=0.466
[Epoch 0941] beta=0.001 gamma=0.001 | Train total=-0.0299 | Val total=-0.0296 | Val ctr_nll=-34.6333 | Val ctr_mse=0.016836 | Val conf=0.461
[Epoch 0942] beta=0.001 gamma=0.001 | Train total=-0.0300 | Val total=-0.0311 | Val ctr_nll=-36.1167 | Val ctr_mse=0.016683 | Val conf=0.461
[Epoch 0943] beta=0.001 gamma=0.001 | Train total=-0.0304 | Val total=-0.0310 | Val ctr_nll=-35.9903 | Val ctr_mse=0.016670 | Val conf=0.458
[Epoch 0944] beta=0.001 gamma=0.001 | Train total=-0.0312 | Val total=-0.0299 | Val ctr_nll=-34.9629 | Val ctr_mse=0.017493 | Val conf=0.460
[Epoch 0945] beta=0.001 gamma=0.001 | Train total=-0.0297 | Val total=-0.0294 | Val ctr_nll=-34.4756 | Val ctr_mse=0.017843 | Val conf=0.452
[Epoch 0946] beta=0.001 gamma=0.001 | Train total=-0.0301 | Val total=-0.0288 | Val ctr_nll=-33.9079 | Val ctr_mse=0.017643 | Val conf=0.457
[Epoch 0947] beta=0.001 gamma=0.001 | Train total=-0.0287 | Val total=-0.0303 | Val ctr_nll=-35.3775 | Val ctr_mse=0.016515 | Val conf=0.450
[Epoch 0948] beta=0.001 gamma=0.001 | Train total=-0.0303 | Val total=-0.0314 | Val ctr_nll=-36.4125 | Val ctr_mse=0.016801 | Val conf=0.463
[Epoch 0949] beta=0.001 gamma=0.001 | Train total=-0.0304 | Val total=-0.0306 | Val ctr_nll=-35.6348 | Val ctr_mse=0.016908 | Val conf=0.456
[Epoch 0950] beta=0.001 gamma=0.001 | Train total=-0.0279 | Val total=-0.0236 | Val ctr_nll=-28.5595 | Val ctr_mse=0.018829 | Val conf=0.460
[Epoch 0951] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0266 | Val ctr_nll=-31.5252 | Val ctr_mse=0.018604 | Val conf=0.449
