开始 sweep 相场物理参数（并行=1）
Sweep: phy_weight × phy_alpha × phy_beta
启动任务: phy_weight=0.001 phy_alpha=0.5 phy_beta=0.5
Experiment name: VAEv12_MDN_lat=16_K=16_beta=0.001_warm=0.1_gamma=0.001_warm=0.1_phy_weight=0.001_phy_alpha=0.5_phy_beta=0.5scale=0.5_time=20260123_095021
[Epoch 0636] beta=0.001 gamma=0.001 | Train total=-0.0219 | Val total=-0.0198 | Val ctr_nll=-24.9650 | Val ctr_mse=0.022819 | Val conf=0.424
[Epoch 0637] beta=0.001 gamma=0.001 | Train total=-0.0183 | Val total=-0.0190 | Val ctr_nll=-23.9397 | Val ctr_mse=0.024709 | Val conf=0.399
[Epoch 0638] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0177 | Val ctr_nll=-22.6988 | Val ctr_mse=0.022500 | Val conf=0.425
[Epoch 0639] beta=0.001 gamma=0.001 | Train total=-0.0202 | Val total=-0.0189 | Val ctr_nll=-23.5595 | Val ctr_mse=0.023520 | Val conf=0.420
[Epoch 0640] beta=0.001 gamma=0.001 | Train total=-0.0204 | Val total=-0.0199 | Val ctr_nll=-24.7429 | Val ctr_mse=0.026038 | Val conf=0.440
[Epoch 0641] beta=0.001 gamma=0.001 | Train total=-0.0216 | Val total=-0.0233 | Val ctr_nll=-28.0783 | Val ctr_mse=0.021056 | Val conf=0.434
[Epoch 0642] beta=0.001 gamma=0.001 | Train total=-0.0225 | Val total=-0.0219 | Val ctr_nll=-26.7535 | Val ctr_mse=0.021134 | Val conf=0.437
[Epoch 0643] beta=0.001 gamma=0.001 | Train total=-0.0212 | Val total=-0.0142 | Val ctr_nll=-19.2522 | Val ctr_mse=0.026559 | Val conf=0.437
[Epoch 0644] beta=0.001 gamma=0.001 | Train total=-0.0167 | Val total=-0.0148 | Val ctr_nll=-19.9686 | Val ctr_mse=0.026857 | Val conf=0.424
[Epoch 0645] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0203 | Val ctr_nll=-24.9591 | Val ctr_mse=0.022211 | Val conf=0.436
[Epoch 0646] beta=0.001 gamma=0.001 | Train total=-0.0192 | Val total=-0.0194 | Val ctr_nll=-24.1859 | Val ctr_mse=0.024168 | Val conf=0.445
[Epoch 0647] beta=0.001 gamma=0.001 | Train total=-0.0186 | Val total=-0.0179 | Val ctr_nll=-22.6155 | Val ctr_mse=0.025442 | Val conf=0.475
[Epoch 0648] beta=0.001 gamma=0.001 | Train total=-0.0190 | Val total=-0.0186 | Val ctr_nll=-23.4730 | Val ctr_mse=0.023450 | Val conf=0.451
[Epoch 0649] beta=0.001 gamma=0.001 | Train total=-0.0190 | Val total=-0.0191 | Val ctr_nll=-23.8247 | Val ctr_mse=0.022731 | Val conf=0.422
[Epoch 0650] beta=0.001 gamma=0.001 | Train total=-0.0191 | Val total=-0.0192 | Val ctr_nll=-23.8195 | Val ctr_mse=0.024014 | Val conf=0.430
[Epoch 0651] beta=0.001 gamma=0.001 | Train total=-0.0212 | Val total=-0.0205 | Val ctr_nll=-25.2670 | Val ctr_mse=0.021981 | Val conf=0.428
[Epoch 0652] beta=0.001 gamma=0.001 | Train total=-0.0218 | Val total=-0.0211 | Val ctr_nll=-25.7955 | Val ctr_mse=0.022554 | Val conf=0.421
[Epoch 0653] beta=0.001 gamma=0.001 | Train total=-0.0222 | Val total=-0.0212 | Val ctr_nll=-25.9673 | Val ctr_mse=0.021758 | Val conf=0.428
[Epoch 0654] beta=0.001 gamma=0.001 | Train total=-0.0226 | Val total=-0.0224 | Val ctr_nll=-27.3712 | Val ctr_mse=0.020514 | Val conf=0.437
[Epoch 0655] beta=0.001 gamma=0.001 | Train total=-0.0203 | Val total=-0.0205 | Val ctr_nll=-25.4101 | Val ctr_mse=0.022374 | Val conf=0.437
[Epoch 0656] beta=0.001 gamma=0.001 | Train total=-0.0215 | Val total=-0.0199 | Val ctr_nll=-24.8622 | Val ctr_mse=0.021964 | Val conf=0.438
[Epoch 0657] beta=0.001 gamma=0.001 | Train total=-0.0211 | Val total=-0.0210 | Val ctr_nll=-25.8283 | Val ctr_mse=0.023252 | Val conf=0.432
[Epoch 0658] beta=0.001 gamma=0.001 | Train total=-0.0205 | Val total=-0.0149 | Val ctr_nll=-19.9047 | Val ctr_mse=0.022058 | Val conf=0.432
[Epoch 0659] beta=0.001 gamma=0.001 | Train total=-0.0208 | Val total=-0.0212 | Val ctr_nll=-25.9930 | Val ctr_mse=0.021595 | Val conf=0.437
[Epoch 0660] beta=0.001 gamma=0.001 | Train total=-0.0217 | Val total=-0.0195 | Val ctr_nll=-24.3262 | Val ctr_mse=0.022165 | Val conf=0.449
[Epoch 0661] beta=0.001 gamma=0.001 | Train total=-0.0213 | Val total=-0.0165 | Val ctr_nll=-21.4862 | Val ctr_mse=0.022583 | Val conf=0.433
[Epoch 0662] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0182 | Val ctr_nll=-23.0476 | Val ctr_mse=0.021609 | Val conf=0.435
[Epoch 0663] beta=0.001 gamma=0.001 | Train total=-0.0212 | Val total=-0.0217 | Val ctr_nll=-26.4887 | Val ctr_mse=0.020676 | Val conf=0.426
[Epoch 0664] beta=0.001 gamma=0.001 | Train total=-0.0221 | Val total=-0.0225 | Val ctr_nll=-27.3946 | Val ctr_mse=0.020768 | Val conf=0.438
[Epoch 0665] beta=0.001 gamma=0.001 | Train total=-0.0215 | Val total=-0.0231 | Val ctr_nll=-27.9440 | Val ctr_mse=0.020734 | Val conf=0.438
[Epoch 0666] beta=0.001 gamma=0.001 | Train total=-0.0226 | Val total=-0.0178 | Val ctr_nll=-22.7933 | Val ctr_mse=0.021872 | Val conf=0.443
[Epoch 0667] beta=0.001 gamma=0.001 | Train total=-0.0178 | Val total=-0.0185 | Val ctr_nll=-23.3501 | Val ctr_mse=0.023067 | Val conf=0.445
[Epoch 0668] beta=0.001 gamma=0.001 | Train total=-0.0199 | Val total=-0.0199 | Val ctr_nll=-24.7927 | Val ctr_mse=0.020612 | Val conf=0.443
[Epoch 0669] beta=0.001 gamma=0.001 | Train total=-0.0209 | Val total=-0.0194 | Val ctr_nll=-23.9799 | Val ctr_mse=0.024034 | Val conf=0.432
[Epoch 0670] beta=0.001 gamma=0.001 | Train total=-0.0207 | Val total=-0.0190 | Val ctr_nll=-23.7857 | Val ctr_mse=0.021150 | Val conf=0.428
[Epoch 0671] beta=0.001 gamma=0.001 | Train total=-0.0225 | Val total=-0.0219 | Val ctr_nll=-26.7822 | Val ctr_mse=0.021398 | Val conf=0.429
[Epoch 0672] beta=0.001 gamma=0.001 | Train total=-0.0223 | Val total=-0.0228 | Val ctr_nll=-27.6748 | Val ctr_mse=0.020355 | Val conf=0.435
[Epoch 0673] beta=0.001 gamma=0.001 | Train total=-0.0237 | Val total=-0.0239 | Val ctr_nll=-28.8937 | Val ctr_mse=0.019836 | Val conf=0.440
[Epoch 0674] beta=0.001 gamma=0.001 | Train total=-0.0243 | Val total=-0.0255 | Val ctr_nll=-30.4569 | Val ctr_mse=0.018949 | Val conf=0.448
[Epoch 0675] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0233 | Val ctr_nll=-28.2676 | Val ctr_mse=0.020144 | Val conf=0.441
[Epoch 0676] beta=0.001 gamma=0.001 | Train total=-0.0241 | Val total=-0.0228 | Val ctr_nll=-27.9047 | Val ctr_mse=0.020981 | Val conf=0.443
[Epoch 0677] beta=0.001 gamma=0.001 | Train total=-0.0227 | Val total=-0.0204 | Val ctr_nll=-25.2268 | Val ctr_mse=0.021643 | Val conf=0.443
[Epoch 0678] beta=0.001 gamma=0.001 | Train total=-0.0221 | Val total=-0.0235 | Val ctr_nll=-28.2991 | Val ctr_mse=0.020304 | Val conf=0.430
[Epoch 0679] beta=0.001 gamma=0.001 | Train total=-0.0231 | Val total=-0.0231 | Val ctr_nll=-28.0998 | Val ctr_mse=0.020912 | Val conf=0.443
[Epoch 0680] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0218 | Val ctr_nll=-26.7395 | Val ctr_mse=0.021436 | Val conf=0.433
[Epoch 0681] beta=0.001 gamma=0.001 | Train total=-0.0216 | Val total=-0.0211 | Val ctr_nll=-25.7854 | Val ctr_mse=0.022028 | Val conf=0.429
[Epoch 0682] beta=0.001 gamma=0.001 | Train total=-0.0221 | Val total=-0.0209 | Val ctr_nll=-25.5567 | Val ctr_mse=0.022315 | Val conf=0.453
[Epoch 0683] beta=0.001 gamma=0.001 | Train total=-0.0208 | Val total=-0.0218 | Val ctr_nll=-26.6457 | Val ctr_mse=0.020363 | Val conf=0.430
[Epoch 0684] beta=0.001 gamma=0.001 | Train total=-0.0215 | Val total=-0.0234 | Val ctr_nll=-28.1225 | Val ctr_mse=0.021020 | Val conf=0.421
[Epoch 0685] beta=0.001 gamma=0.001 | Train total=-0.0229 | Val total=-0.0225 | Val ctr_nll=-27.1581 | Val ctr_mse=0.020814 | Val conf=0.424
[Epoch 0686] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0227 | Val ctr_nll=-27.6851 | Val ctr_mse=0.020620 | Val conf=0.424
[Epoch 0687] beta=0.001 gamma=0.001 | Train total=-0.0236 | Val total=-0.0239 | Val ctr_nll=-28.9356 | Val ctr_mse=0.019607 | Val conf=0.450
[Epoch 0688] beta=0.001 gamma=0.001 | Train total=-0.0204 | Val total=-0.0175 | Val ctr_nll=-22.3891 | Val ctr_mse=0.024709 | Val conf=0.423
[Epoch 0689] beta=0.001 gamma=0.001 | Train total=-0.0209 | Val total=-0.0218 | Val ctr_nll=-26.5996 | Val ctr_mse=0.022092 | Val conf=0.417
[Epoch 0690] beta=0.001 gamma=0.001 | Train total=-0.0238 | Val total=-0.0219 | Val ctr_nll=-26.7484 | Val ctr_mse=0.020979 | Val conf=0.437
[Epoch 0691] beta=0.001 gamma=0.001 | Train total=-0.0235 | Val total=-0.0228 | Val ctr_nll=-27.5845 | Val ctr_mse=0.021270 | Val conf=0.426
[Epoch 0692] beta=0.001 gamma=0.001 | Train total=-0.0223 | Val total=-0.0213 | Val ctr_nll=-26.2800 | Val ctr_mse=0.021729 | Val conf=0.423
[Epoch 0693] beta=0.001 gamma=0.001 | Train total=-0.0204 | Val total=-0.0210 | Val ctr_nll=-25.9566 | Val ctr_mse=0.021669 | Val conf=0.434
[Epoch 0694] beta=0.001 gamma=0.001 | Train total=-0.0219 | Val total=-0.0222 | Val ctr_nll=-26.8755 | Val ctr_mse=0.020928 | Val conf=0.423
[Epoch 0695] beta=0.001 gamma=0.001 | Train total=-0.0228 | Val total=-0.0212 | Val ctr_nll=-25.9799 | Val ctr_mse=0.021232 | Val conf=0.417
[Epoch 0696] beta=0.001 gamma=0.001 | Train total=-0.0218 | Val total=-0.0199 | Val ctr_nll=-24.7362 | Val ctr_mse=0.021689 | Val conf=0.430
[Epoch 0697] beta=0.001 gamma=0.001 | Train total=-0.0190 | Val total=-0.0189 | Val ctr_nll=-23.9469 | Val ctr_mse=0.021311 | Val conf=0.424
[Epoch 0698] beta=0.001 gamma=0.001 | Train total=-0.0197 | Val total=-0.0206 | Val ctr_nll=-25.5293 | Val ctr_mse=0.020822 | Val conf=0.428
[Epoch 0699] beta=0.001 gamma=0.001 | Train total=-0.0191 | Val total=-0.0188 | Val ctr_nll=-23.6518 | Val ctr_mse=0.022801 | Val conf=0.427
[Epoch 0700] beta=0.001 gamma=0.001 | Train total=-0.0170 | Val total=-0.0129 | Val ctr_nll=-17.8238 | Val ctr_mse=0.024045 | Val conf=0.441
[Epoch 0701] beta=0.001 gamma=0.001 | Train total=-0.0155 | Val total=-0.0174 | Val ctr_nll=-21.9565 | Val ctr_mse=0.024319 | Val conf=0.442
[Epoch 0702] beta=0.001 gamma=0.001 | Train total=-0.0180 | Val total=-0.0190 | Val ctr_nll=-23.6114 | Val ctr_mse=0.023099 | Val conf=0.440
[Epoch 0703] beta=0.001 gamma=0.001 | Train total=-0.0214 | Val total=-0.0213 | Val ctr_nll=-25.8723 | Val ctr_mse=0.021526 | Val conf=0.416
[Epoch 0704] beta=0.001 gamma=0.001 | Train total=-0.0227 | Val total=-0.0236 | Val ctr_nll=-28.3381 | Val ctr_mse=0.020004 | Val conf=0.434
[Epoch 0705] beta=0.001 gamma=0.001 | Train total=-0.0237 | Val total=-0.0230 | Val ctr_nll=-27.8793 | Val ctr_mse=0.020276 | Val conf=0.439
[Epoch 0706] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0244 | Val ctr_nll=-29.3347 | Val ctr_mse=0.019388 | Val conf=0.443
[Epoch 0707] beta=0.001 gamma=0.001 | Train total=-0.0243 | Val total=-0.0213 | Val ctr_nll=-26.3133 | Val ctr_mse=0.021161 | Val conf=0.439
[Epoch 0708] beta=0.001 gamma=0.001 | Train total=-0.0201 | Val total=-0.0195 | Val ctr_nll=-24.4744 | Val ctr_mse=0.021004 | Val conf=0.443
[Epoch 0709] beta=0.001 gamma=0.001 | Train total=-0.0183 | Val total=-0.0199 | Val ctr_nll=-24.8251 | Val ctr_mse=0.021500 | Val conf=0.434
[Epoch 0710] beta=0.001 gamma=0.001 | Train total=-0.0214 | Val total=-0.0226 | Val ctr_nll=-27.4541 | Val ctr_mse=0.019775 | Val conf=0.422
[Epoch 0711] beta=0.001 gamma=0.001 | Train total=-0.0231 | Val total=-0.0229 | Val ctr_nll=-27.6752 | Val ctr_mse=0.020390 | Val conf=0.422
[Epoch 0712] beta=0.001 gamma=0.001 | Train total=-0.0235 | Val total=-0.0221 | Val ctr_nll=-27.1196 | Val ctr_mse=0.019467 | Val conf=0.430
[Epoch 0713] beta=0.001 gamma=0.001 | Train total=-0.0243 | Val total=-0.0255 | Val ctr_nll=-30.4523 | Val ctr_mse=0.019250 | Val conf=0.436
[Epoch 0714] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0189 | Val ctr_nll=-23.9216 | Val ctr_mse=0.021005 | Val conf=0.440
[Epoch 0715] beta=0.001 gamma=0.001 | Train total=-0.0193 | Val total=-0.0205 | Val ctr_nll=-25.2586 | Val ctr_mse=0.021459 | Val conf=0.434
[Epoch 0716] beta=0.001 gamma=0.001 | Train total=-0.0221 | Val total=-0.0210 | Val ctr_nll=-25.8990 | Val ctr_mse=0.020290 | Val conf=0.423
[Epoch 0717] beta=0.001 gamma=0.001 | Train total=-0.0228 | Val total=-0.0220 | Val ctr_nll=-26.8021 | Val ctr_mse=0.020087 | Val conf=0.436
[Epoch 0718] beta=0.001 gamma=0.001 | Train total=-0.0244 | Val total=-0.0242 | Val ctr_nll=-28.9965 | Val ctr_mse=0.020710 | Val conf=0.425
[Epoch 0719] beta=0.001 gamma=0.001 | Train total=-0.0253 | Val total=-0.0247 | Val ctr_nll=-29.5981 | Val ctr_mse=0.020276 | Val conf=0.428
[Epoch 0720] beta=0.001 gamma=0.001 | Train total=-0.0235 | Val total=-0.0200 | Val ctr_nll=-24.7349 | Val ctr_mse=0.023301 | Val conf=0.440
[Epoch 0721] beta=0.001 gamma=0.001 | Train total=-0.0220 | Val total=-0.0222 | Val ctr_nll=-27.1463 | Val ctr_mse=0.021764 | Val conf=0.438
[Epoch 0722] beta=0.001 gamma=0.001 | Train total=-0.0229 | Val total=-0.0238 | Val ctr_nll=-28.5884 | Val ctr_mse=0.020916 | Val conf=0.426
[Epoch 0723] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0228 | Val ctr_nll=-27.6284 | Val ctr_mse=0.019187 | Val conf=0.432
[Epoch 0724] beta=0.001 gamma=0.001 | Train total=-0.0241 | Val total=-0.0217 | Val ctr_nll=-26.5732 | Val ctr_mse=0.020749 | Val conf=0.428
[Epoch 0725] beta=0.001 gamma=0.001 | Train total=-0.0229 | Val total=-0.0201 | Val ctr_nll=-24.9416 | Val ctr_mse=0.021028 | Val conf=0.430
[Epoch 0726] beta=0.001 gamma=0.001 | Train total=-0.0201 | Val total=-0.0216 | Val ctr_nll=-26.4431 | Val ctr_mse=0.020593 | Val conf=0.434
[Epoch 0727] beta=0.001 gamma=0.001 | Train total=-0.0232 | Val total=-0.0218 | Val ctr_nll=-26.5337 | Val ctr_mse=0.022222 | Val conf=0.409
[Epoch 0728] beta=0.001 gamma=0.001 | Train total=-0.0236 | Val total=-0.0223 | Val ctr_nll=-26.9051 | Val ctr_mse=0.025794 | Val conf=0.416
[Epoch 0729] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0234 | Val ctr_nll=-28.0039 | Val ctr_mse=0.023419 | Val conf=0.417
[Epoch 0730] beta=0.001 gamma=0.001 | Train total=-0.0256 | Val total=-0.0262 | Val ctr_nll=-31.1054 | Val ctr_mse=0.020472 | Val conf=0.437
[Epoch 0731] beta=0.001 gamma=0.001 | Train total=-0.0260 | Val total=-0.0248 | Val ctr_nll=-29.8430 | Val ctr_mse=0.019798 | Val conf=0.454
[Epoch 0732] beta=0.001 gamma=0.001 | Train total=-0.0226 | Val total=-0.0226 | Val ctr_nll=-27.5767 | Val ctr_mse=0.019631 | Val conf=0.443
[Epoch 0733] beta=0.001 gamma=0.001 | Train total=-0.0214 | Val total=-0.0220 | Val ctr_nll=-26.9876 | Val ctr_mse=0.021023 | Val conf=0.428
[Epoch 0734] beta=0.001 gamma=0.001 | Train total=-0.0229 | Val total=-0.0245 | Val ctr_nll=-29.4217 | Val ctr_mse=0.019079 | Val conf=0.422
[Epoch 0735] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0237 | Val ctr_nll=-28.6024 | Val ctr_mse=0.020105 | Val conf=0.416
[Epoch 0736] beta=0.001 gamma=0.001 | Train total=-0.0248 | Val total=-0.0253 | Val ctr_nll=-30.1120 | Val ctr_mse=0.020272 | Val conf=0.423
[Epoch 0737] beta=0.001 gamma=0.001 | Train total=-0.0262 | Val total=-0.0255 | Val ctr_nll=-30.4390 | Val ctr_mse=0.019136 | Val conf=0.431
[Epoch 0738] beta=0.001 gamma=0.001 | Train total=-0.0265 | Val total=-0.0275 | Val ctr_nll=-32.4666 | Val ctr_mse=0.018577 | Val conf=0.438
[Epoch 0739] beta=0.001 gamma=0.001 | Train total=-0.0267 | Val total=-0.0278 | Val ctr_nll=-32.9244 | Val ctr_mse=0.018431 | Val conf=0.444
[Epoch 0740] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0246 | Val ctr_nll=-29.6788 | Val ctr_mse=0.019469 | Val conf=0.452
[Epoch 0741] beta=0.001 gamma=0.001 | Train total=-0.0256 | Val total=-0.0256 | Val ctr_nll=-30.6363 | Val ctr_mse=0.019348 | Val conf=0.439
[Epoch 0742] beta=0.001 gamma=0.001 | Train total=-0.0260 | Val total=-0.0268 | Val ctr_nll=-31.7104 | Val ctr_mse=0.019139 | Val conf=0.438
[Epoch 0743] beta=0.001 gamma=0.001 | Train total=-0.0258 | Val total=-0.0256 | Val ctr_nll=-30.5615 | Val ctr_mse=0.020100 | Val conf=0.430
[Epoch 0744] beta=0.001 gamma=0.001 | Train total=-0.0255 | Val total=-0.0252 | Val ctr_nll=-30.1306 | Val ctr_mse=0.018862 | Val conf=0.444
[Epoch 0745] beta=0.001 gamma=0.001 | Train total=-0.0242 | Val total=-0.0213 | Val ctr_nll=-26.4277 | Val ctr_mse=0.020170 | Val conf=0.436
[Epoch 0746] beta=0.001 gamma=0.001 | Train total=-0.0192 | Val total=-0.0199 | Val ctr_nll=-24.7098 | Val ctr_mse=0.021120 | Val conf=0.428
[Epoch 0747] beta=0.001 gamma=0.001 | Train total=-0.0203 | Val total=-0.0226 | Val ctr_nll=-27.4404 | Val ctr_mse=0.020122 | Val conf=0.420
[Epoch 0748] beta=0.001 gamma=0.001 | Train total=-0.0225 | Val total=-0.0219 | Val ctr_nll=-26.4332 | Val ctr_mse=0.021906 | Val conf=0.418
[Epoch 0749] beta=0.001 gamma=0.001 | Train total=-0.0234 | Val total=-0.0240 | Val ctr_nll=-28.6157 | Val ctr_mse=0.021446 | Val conf=0.438
[Epoch 0750] beta=0.001 gamma=0.001 | Train total=-0.0238 | Val total=-0.0247 | Val ctr_nll=-29.3732 | Val ctr_mse=0.020111 | Val conf=0.439
[Epoch 0751] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0247 | Val ctr_nll=-29.4894 | Val ctr_mse=0.020255 | Val conf=0.443
[Epoch 0752] beta=0.001 gamma=0.001 | Train total=-0.0253 | Val total=-0.0196 | Val ctr_nll=-24.2544 | Val ctr_mse=0.023037 | Val conf=0.442
[Epoch 0753] beta=0.001 gamma=0.001 | Train total=-0.0212 | Val total=-0.0228 | Val ctr_nll=-27.7282 | Val ctr_mse=0.020879 | Val conf=0.439
[Epoch 0754] beta=0.001 gamma=0.001 | Train total=-0.0193 | Val total=-0.0168 | Val ctr_nll=-21.8085 | Val ctr_mse=0.026245 | Val conf=0.429
[Epoch 0755] beta=0.001 gamma=0.001 | Train total=-0.0198 | Val total=-0.0206 | Val ctr_nll=-25.2307 | Val ctr_mse=0.020798 | Val conf=0.435
[Epoch 0756] beta=0.001 gamma=0.001 | Train total=-0.0203 | Val total=-0.0199 | Val ctr_nll=-24.5459 | Val ctr_mse=0.021982 | Val conf=0.421
[Epoch 0757] beta=0.001 gamma=0.001 | Train total=-0.0226 | Val total=-0.0236 | Val ctr_nll=-28.2548 | Val ctr_mse=0.020368 | Val conf=0.441
[Epoch 0758] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0245 | Val ctr_nll=-29.1607 | Val ctr_mse=0.019175 | Val conf=0.445
[Epoch 0759] beta=0.001 gamma=0.001 | Train total=-0.0245 | Val total=-0.0253 | Val ctr_nll=-30.1153 | Val ctr_mse=0.018275 | Val conf=0.442
[Epoch 0760] beta=0.001 gamma=0.001 | Train total=-0.0254 | Val total=-0.0256 | Val ctr_nll=-30.4707 | Val ctr_mse=0.019436 | Val conf=0.436
[Epoch 0761] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0255 | Val ctr_nll=-30.4546 | Val ctr_mse=0.018934 | Val conf=0.446
[Epoch 0762] beta=0.001 gamma=0.001 | Train total=-0.0259 | Val total=-0.0264 | Val ctr_nll=-31.3874 | Val ctr_mse=0.019169 | Val conf=0.450
[Epoch 0763] beta=0.001 gamma=0.001 | Train total=-0.0241 | Val total=-0.0230 | Val ctr_nll=-27.8356 | Val ctr_mse=0.020041 | Val conf=0.443
[Epoch 0764] beta=0.001 gamma=0.001 | Train total=-0.0227 | Val total=-0.0249 | Val ctr_nll=-29.7505 | Val ctr_mse=0.019415 | Val conf=0.452
[Epoch 0765] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0245 | Val ctr_nll=-29.4442 | Val ctr_mse=0.018667 | Val conf=0.444
[Epoch 0766] beta=0.001 gamma=0.001 | Train total=-0.0251 | Val total=-0.0227 | Val ctr_nll=-27.5696 | Val ctr_mse=0.019213 | Val conf=0.439
[Epoch 0767] beta=0.001 gamma=0.001 | Train total=-0.0242 | Val total=-0.0239 | Val ctr_nll=-28.6423 | Val ctr_mse=0.019940 | Val conf=0.440
[Epoch 0768] beta=0.001 gamma=0.001 | Train total=-0.0259 | Val total=-0.0267 | Val ctr_nll=-31.6211 | Val ctr_mse=0.019983 | Val conf=0.446
[Epoch 0769] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0261 | Val ctr_nll=-31.0784 | Val ctr_mse=0.018822 | Val conf=0.443
[Epoch 0770] beta=0.001 gamma=0.001 | Train total=-0.0224 | Val total=-0.0256 | Val ctr_nll=-30.4416 | Val ctr_mse=0.019391 | Val conf=0.440
[Epoch 0771] beta=0.001 gamma=0.001 | Train total=-0.0216 | Val total=-0.0158 | Val ctr_nll=-20.8235 | Val ctr_mse=0.022622 | Val conf=0.428
[Epoch 0772] beta=0.001 gamma=0.001 | Train total=-0.0215 | Val total=-0.0205 | Val ctr_nll=-25.3707 | Val ctr_mse=0.021129 | Val conf=0.431
[Epoch 0773] beta=0.001 gamma=0.001 | Train total=-0.0220 | Val total=-0.0215 | Val ctr_nll=-26.1465 | Val ctr_mse=0.021195 | Val conf=0.447
[Epoch 0774] beta=0.001 gamma=0.001 | Train total=-0.0234 | Val total=-0.0242 | Val ctr_nll=-28.9299 | Val ctr_mse=0.019408 | Val conf=0.427
[Epoch 0775] beta=0.001 gamma=0.001 | Train total=-0.0252 | Val total=-0.0242 | Val ctr_nll=-28.9713 | Val ctr_mse=0.019964 | Val conf=0.441
[Epoch 0776] beta=0.001 gamma=0.001 | Train total=-0.0257 | Val total=-0.0256 | Val ctr_nll=-30.4626 | Val ctr_mse=0.019455 | Val conf=0.442
[Epoch 0777] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0246 | Val ctr_nll=-29.6239 | Val ctr_mse=0.018808 | Val conf=0.450
[Epoch 0778] beta=0.001 gamma=0.001 | Train total=-0.0268 | Val total=-0.0278 | Val ctr_nll=-32.7429 | Val ctr_mse=0.018049 | Val conf=0.441
[Epoch 0779] beta=0.001 gamma=0.001 | Train total=-0.0261 | Val total=-0.0279 | Val ctr_nll=-32.9086 | Val ctr_mse=0.018605 | Val conf=0.446
[Epoch 0780] beta=0.001 gamma=0.001 | Train total=-0.0250 | Val total=-0.0220 | Val ctr_nll=-26.8604 | Val ctr_mse=0.019571 | Val conf=0.466
[Epoch 0781] beta=0.001 gamma=0.001 | Train total=-0.0219 | Val total=-0.0179 | Val ctr_nll=-22.7646 | Val ctr_mse=0.022172 | Val conf=0.433
[Epoch 0782] beta=0.001 gamma=0.001 | Train total=-0.0206 | Val total=-0.0231 | Val ctr_nll=-27.7739 | Val ctr_mse=0.019395 | Val conf=0.423
[Epoch 0783] beta=0.001 gamma=0.001 | Train total=-0.0220 | Val total=-0.0223 | Val ctr_nll=-26.9650 | Val ctr_mse=0.020011 | Val conf=0.430
[Epoch 0784] beta=0.001 gamma=0.001 | Train total=-0.0239 | Val total=-0.0213 | Val ctr_nll=-26.0139 | Val ctr_mse=0.020723 | Val conf=0.417
[Epoch 0785] beta=0.001 gamma=0.001 | Train total=-0.0240 | Val total=-0.0239 | Val ctr_nll=-28.6371 | Val ctr_mse=0.019673 | Val conf=0.434
[Epoch 0786] beta=0.001 gamma=0.001 | Train total=-0.0250 | Val total=-0.0256 | Val ctr_nll=-30.4498 | Val ctr_mse=0.019594 | Val conf=0.435
[Epoch 0787] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0267 | Val ctr_nll=-31.5511 | Val ctr_mse=0.018379 | Val conf=0.446
[Epoch 0788] beta=0.001 gamma=0.001 | Train total=-0.0273 | Val total=-0.0266 | Val ctr_nll=-31.5247 | Val ctr_mse=0.018521 | Val conf=0.438
[Epoch 0789] beta=0.001 gamma=0.001 | Train total=-0.0269 | Val total=-0.0256 | Val ctr_nll=-30.6415 | Val ctr_mse=0.018986 | Val conf=0.440
[Epoch 0790] beta=0.001 gamma=0.001 | Train total=-0.0250 | Val total=-0.0268 | Val ctr_nll=-31.7758 | Val ctr_mse=0.018806 | Val conf=0.445
[Epoch 0791] beta=0.001 gamma=0.001 | Train total=-0.0272 | Val total=-0.0261 | Val ctr_nll=-31.1786 | Val ctr_mse=0.018408 | Val conf=0.437
[Epoch 0792] beta=0.001 gamma=0.001 | Train total=-0.0263 | Val total=-0.0230 | Val ctr_nll=-27.8652 | Val ctr_mse=0.019887 | Val conf=0.435
[Epoch 0793] beta=0.001 gamma=0.001 | Train total=-0.0253 | Val total=-0.0259 | Val ctr_nll=-30.8977 | Val ctr_mse=0.018908 | Val conf=0.445
